caseid,closure_type,closure_reason
20189007314,Client Recess,2 - Keep bank account. Same dip
20189007311,Bank Recess,1 - Client lost
20189007310,Client Recess,1 - Client lost
20189007309,Inheritance,
20189007308,Client Recess,2 - Keep bank account. Same dip
20189007306,Client Recess,1 - Client lost
20189007305,Client Recess,2 - Keep bank account. Same dip
20189007303,Bank Recess,
20189007302,Client Recess,1 - Client lost
20189007301,Bank Recess,1 - Client lost
20189007298,Client Recess,1 - Client lost
20189007297,Inheritance,
20189007295,Client Recess,1 - Client lost
20189007292,Client Recess,1 - Client lost
20189007289,Client Recess,1 - Client lost
20189007287,Bank Recess,
20189007286,Bank Recess,
20189007283,Bank Recess,
20189007282,Client Recess,1 - Client lost
20189007279,Client Recess,1 - Client lost
20189007278,Bank Recess,1 - Client lost
20189007271,Bank Recess,1 - Client lost
20189007274,Client Recess,2 - Keep bank account. Same dip
20189007269,Client Recess,1 - Client lost
20189007266,Inheritance,
20189007263,Client Recess,1 - Client lost
20189007262,Client Recess,1 - Client lost
20189007257,Client Recess,1 - Client lost
20189007256,Client Recess,7 - Keep other relationships. Same dip
20189007255,Client Recess,2 - Keep bank account. Same dip
20189007254,Client Recess,7 - Keep other relationships. Same dip
20189007244,Client Recess,2 - Keep bank account. Same dip
20189007243,Bank Recess,1 - Client lost
20189007237,Client Recess,1 - Client lost
20189007236,Client Recess,1 - Client lost
20189007234,Porting,
20189007233,Bank Recess,1 - Client lost
20189007232,Client Recess,7 - Keep other relationships. Same dip
20189007231,Client Recess,2 - Keep bank account. Same dip
20189007228,Client Recess,2 - Keep bank account. Same dip
20189007227,Bank Recess,1 - Client lost
20189007226,Inheritance,
20189007225,Porting,
20189007224,Inheritance,
20189007223,Client Recess,2 - Keep bank account. Same dip
20189007220,Client Recess,1 - Client lost
20189007219,Client Recess,1 - Client lost
20189007213,Bank Recess,
20189007211,Client Recess,2 - Keep bank account. Same dip
20189007210,Client Recess,2 - Keep bank account. Same dip
20189007209,Client Recess,1 - Client lost
20189007207,Client Recess,1 - Client lost
20189007202,Bank Recess,
20189007199,Inheritance,
20189007195,Client Recess,1 - Client lost
20189007193,Client Recess,1 - Client lost
20189007191,Porting,
20189007187,Client Recess,2 - Keep bank account. Same dip
20189007183,Client Recess,1 - Client lost
20189007180,Client Recess,2 - Keep bank account. Same dip
20189007178,Client Recess,1 - Client lost
20189007177,Client Recess,1 - Client lost
20189007175,Client Recess,1 - Client lost
20189007173,Bank Recess,1 - Client lost
20189007170,Porting,
20189007172,Client Recess,1 - Client lost
20189007169,Client Recess,2 - Keep bank account. Same dip
20189007167,Client Recess,2 - Keep bank account. Same dip
20189007166,Bank Recess,1 - Client lost
20189007165,Client Recess,2 - Keep bank account. Same dip
20189007164,Client Recess,1 - Client lost
20189007162,Client Recess,2 - Keep bank account. Same dip
20189007161,Porting,
20189007157,Bank Recess,1 - Client lost
20189007153,Bank Recess,1 - Client lost
20189007152,Client Recess,1 - Client lost
20189007150,Client Recess,2 - Keep bank account. Same dip
20189007149,Porting,
20189007148,Client Recess,2 - Keep bank account. Same dip
20189007147,Bank Recess,1 - Client lost
20189007145,Porting,
20189007144,Client Recess,1 - Client lost
20189007137,Bank Recess,1 - Client lost
20189007132,Inheritance,
20189007128,Client Recess,2 - Keep bank account. Same dip
20189007126,Client Recess,1 - Client lost
20189007125,Bank Recess,1 - Client lost
20189007122,Client Recess,1 - Client lost
20189007121,Client Recess,1 - Client lost
20189007117,Bank Recess,1 - Client lost
20189007116,Client Recess,1 - Client lost
20189007115,Inheritance,
20189007110,Porting,
20189007109,Client Recess,2 - Keep bank account. Same dip
20189007108,Client Recess,3 - Keep bank account. Different dip
20189007106,Client Recess,1 - Client lost
20189007105,Bank Recess,1 - Client lost
20189007104,Bank Recess,
20189007102,Client Recess,1 - Client lost
20189007100,Client Recess,2 - Keep bank account. Same dip
20189007099,Client Recess,1 - Client lost
20189007096,Client Recess,2 - Keep bank account. Same dip
20189007093,Client Recess,7 - Keep other relationships. Same dip
20189007091,Client Recess,1 - Client lost
20189007087,Client Recess,2 - Keep bank account. Same dip
20189007083,Client Recess,7 - Keep other relationships. Same dip
20189007079,Client Recess,1 - Client lost
20189007082,Client Recess,7 - Keep other relationships. Same dip
20189007081,Client Recess,1 - Client lost
20189007078,Client Recess,
20189007077,Client Recess,1 - Client lost
20189007074,Bank Recess,1 - Client lost
20189007073,Client Recess,3 - Keep bank account. Different dip
20189007072,Bank Recess,
20189007070,Client Recess,1 - Client lost
20189007069,Bank Recess,1 - Client lost
20189007068,Client Recess,1 - Client lost
20189007067,Bank Recess,1 - Client lost
20189007066,Client Recess,1 - Client lost
20189007065,Client Recess,1 - Client lost
20189007064,Inheritance,
20189007063,Client Recess,1 - Client lost
20189007062,Client Recess,1 - Client lost
20189007060,Client Recess,2 - Keep bank account. Same dip
20189007059,Client Recess,7 - Keep other relationships. Same dip
20189007047,Client Recess,4 - Open new bank account. Same dip
20189007044,Client Recess,1 - Client lost
20189007043,Client Recess,1 - Client lost
20189007042,Inheritance,
20189007040,Client Recess,1 - Client lost
20189007039,Client Recess,3 - Keep bank account. Different dip
20189007038,Inheritance,
20189007037,Client Recess,1 - Client lost
20189007035,Client Recess,1 - Client lost
20189007033,Bank Recess,1 - Client lost
20189007026,Client Recess,1 - Client lost
20189007022,Bank Recess,1 - Client lost
20189007021,Porting,
20189007017,Client Recess,1 - Client lost
20189007018,Client Recess,1 - Client lost
20189007016,Client Recess,2 - Keep bank account. Same dip
20189007015,Inheritance,
20189007014,Bank Recess,1 - Client lost
20189007010,Client Recess,2 - Keep bank account. Same dip
20189007008,Inheritance,
20189007007,Client Recess,1 - Client lost
20189007006,Bank Recess,1 - Client lost
20189007003,Client Recess,2 - Keep bank account. Same dip
20189006997,Bank Recess,1 - Client lost
20189006996,Inheritance,
20189006995,Client Recess,1 - Client lost
20189006992,Client Recess,1 - Client lost
20189006988,Client Recess,1 - Client lost
20189006986,Client Recess,1 - Client lost
20189006983,Client Recess,2 - Keep bank account. Same dip
20189006982,Client Recess,7 - Keep other relationships. Same dip
20189006981,Client Recess,7 - Keep other relationships. Same dip
20189006979,Bank Recess,1 - Client lost
20189006977,Client Recess,7 - Keep other relationships. Same dip
20189006976,Client Recess,1 - Client lost
20189006975,Client Recess,2 - Keep bank account. Same dip
20189006973,Client Recess,1 - Client lost
20189006969,Client Recess,2 - Keep bank account. Same dip
20189006966,Client Recess,7 - Keep other relationships. Same dip
20189006964,Client Recess,2 - Keep bank account. Same dip
20189006963,Client Recess,7 - Keep other relationships. Same dip
20189006960,Bank Recess,1 - Client lost
20189006957,Bank Recess,1 - Client lost
20189006956,Client Recess,1 - Client lost
20189006955,Client Recess,1 - Client lost
20189006952,Inheritance,
20189006951,Bank Recess,1 - Client lost
20189006950,Client Recess,7 - Keep other relationships. Same dip
20189006949,Inheritance,
20189006947,Bank Recess,1 - Client lost
20189006946,Client Recess,1 - Client lost
20189006944,Client Recess,1 - Client lost
20189006941,Client Recess,2 - Keep bank account. Same dip
20189006936,Client Recess,1 - Client lost
20189006930,Bank Recess,1 - Client lost
20189006929,Inheritance,
20189006928,Client Recess,2 - Keep bank account. Same dip
20189006925,Bank Recess,1 - Client lost
20189006923,Client Recess,1 - Client lost
20189006919,Client Recess,2 - Keep bank account. Same dip
20189006920,Client Recess,1 - Client lost
20189006917,Bank Recess,1 - Client lost
20189006913,Client Recess,1 - Client lost
20189006911,Client Recess,1 - Client lost
20189006910,Bank Recess,
20189006908,Client Recess,1 - Client lost
20189006907,Bank Recess,1 - Client lost
20189006906,Inheritance,
20189006905,Inheritance,
20189006902,Client Recess,1 - Client lost
20189006901,Client Recess,2 - Keep bank account. Same dip
20189006900,Client Recess,4 - Open new bank account. Same dip
20189006899,Bank Recess,
20189006898,Client Recess,1 - Client lost
20189006895,Bank Recess,
20189006894,Client Recess,
20189006892,Bank Recess,
20189006891,Client Recess,1 - Client lost
20189006890,Bank Recess,1 - Client lost
20189006889,Bank Recess,
20189006888,Client Recess,1 - Client lost
20189006887,Inheritance,
20189006884,Client Recess,1 - Client lost
20189006882,Bank Recess,
20189006883,Bank Recess,
20189006881,Bank Recess,
20189006880,Client Recess,1 - Client lost
20189006879,Client Recess,1 - Client lost
20189006875,Inheritance,
20189006872,Bank Recess,1 - Client lost
20189006869,Bank Recess,1 - Client lost
20189006867,Client Recess,1 - Client lost
20189006865,Client Recess,1 - Client lost
20189006863,Porting,
20189006861,Bank Recess,1 - Client lost
20189006856,Client Recess,2 - Keep bank account. Same dip
20189006853,Client Recess,2 - Keep bank account. Same dip
20189006855,Client Recess,7 - Keep other relationships. Same dip
20189006852,Client Recess,1 - Client lost
20189006849,Client Recess,1 - Client lost
20189006848,Client Recess,1 - Client lost
20189006847,Bank Recess,1 - Client lost
20189006845,Bank Recess,1 - Client lost
20189006844,Bank Recess,1 - Client lost
20189006843,Client Recess,1 - Client lost
20189006841,Client Recess,1 - Client lost
20189006840,Porting,
20189006838,Bank Recess,1 - Client lost
20189006836,Bank Recess,1 - Client lost
20189006833,Bank Recess,1 - Client lost
20189006832,Client Recess,1 - Client lost
20189006831,Client Recess,1 - Client lost
20189006830,Client Recess,1 - Client lost
20189006829,Bank Recess,1 - Client lost
20189006827,Client Recess,2 - Keep bank account. Same dip
20189006821,Client Recess,2 - Keep bank account. Same dip
20189006817,Client Recess,1 - Client lost
20189006815,Client Recess,1 - Client lost
20189006813,Client Recess,2 - Keep bank account. Same dip
20189006808,Client Recess,7 - Keep other relationships. Same dip
20189006801,Client Recess,1 - Client lost
20189006800,Client Recess,1 - Client lost
20189006795,Bank Recess,1 - Client lost
20189006794,Client Recess,1 - Client lost
20189006793,Client Recess,1 - Client lost
20189006791,Client Recess,1 - Client lost
20189006789,Client Recess,3 - Keep bank account. Different dip
20189006788,Inheritance,
20189006787,Inheritance,
20189006786,Porting,
20189006784,Client Recess,2 - Keep bank account. Same dip
20189006783,Bank Recess,1 - Client lost
20189006781,Porting,
20189006780,Client Recess,1 - Client lost
20189006779,Client Recess,1 - Client lost
20189006778,Client Recess,1 - Client lost
20189006775,Bank Recess,
20189006773,Client Recess,
20189006772,Client Recess,1 - Client lost
20189006770,Client Recess,1 - Client lost
20189006767,Client Recess,1 - Client lost
20189006766,Client Recess,1 - Client lost
20189006765,Client Recess,1 - Client lost
20189006762,Client Recess,1 - Client lost
20189006760,Client Recess,7 - Keep other relationships. Same dip
20189006757,Client Recess,1 - Client lost
20189006756,Client Recess,1 - Client lost
20189006755,Client Recess,1 - Client lost
20189006748,Bank Recess,1 - Client lost
20189006745,Bank Recess,1 - Client lost
20189006744,Bank Recess,1 - Client lost
20189006743,Bank Recess,1 - Client lost
20189006742,Client Recess,1 - Client lost
20189006741,Client Recess,1 - Client lost
20189006739,Inheritance,
20189006738,Client Recess,1 - Client lost
20189006734,Inheritance,
20189006725,Client Recess,7 - Keep other relationships. Same dip
20189006727,Client Recess,2 - Keep bank account. Same dip
20189006726,Bank Recess,1 - Client lost
20189006724,Client Recess,1 - Client lost
20189006723,Client Recess,1 - Client lost
20189006721,Client Recess,1 - Client lost
20189006716,Client Recess,1 - Client lost
20189006717,Bank Recess,1 - Client lost
20189006714,Client Recess,1 - Client lost
20189006712,Bank Recess,1 - Client lost
20189006710,Bank Recess,1 - Client lost
20189006709,Client Recess,1 - Client lost
20189006701,Inheritance,
20189006708,Client Recess,1 - Client lost
20189006704,Client Recess,1 - Client lost
20189006700,Client Recess,1 - Client lost
20189006699,Client Recess,1 - Client lost
20189006698,Inheritance,
20189006697,Inheritance,
20189006696,Client Recess,1 - Client lost
20189006693,Client Recess,7 - Keep other relationships. Same dip
20189006692,Inheritance,
20189006691,Client Recess,1 - Client lost
20189006688,Client Recess,1 - Client lost
20189006685,Client Recess,1 - Client lost
20189006680,Client Recess,2 - Keep bank account. Same dip
20189006676,Client Recess,7 - Keep other relationships. Same dip
20189006674,Client Recess,1 - Client lost
20189006672,Client Recess,1 - Client lost
20189006671,Client Recess,2 - Keep bank account. Same dip
20189006669,Client Recess,1 - Client lost
20189006662,Bank Recess,1 - Client lost
20189006661,Client Recess,2 - Keep bank account. Same dip
20189006657,Porting,
20189006658,Bank Recess,1 - Client lost
20189006654,Bank Recess,1 - Client lost
20189006653,Client Recess,2 - Keep bank account. Same dip
20189006652,Client Recess,1 - Client lost
20189006649,Client Recess,1 - Client lost
20189006646,Porting,
20189006644,Client Recess,1 - Client lost
20189006643,Client Recess,2 - Keep bank account. Same dip
20189006642,Bank Recess,1 - Client lost
20189006639,Client Recess,1 - Client lost
20189006638,Client Recess,2 - Keep bank account. Same dip
20189006636,Client Recess,2 - Keep bank account. Same dip
20189006630,Client Recess,1 - Client lost
20189006635,Client Recess,1 - Client lost
20189006625,Client Recess,1 - Client lost
20189006622,Client Recess,1 - Client lost
20189006623,Client Recess,1 - Client lost
20189006620,Bank Recess,1 - Client lost
20189006616,Client Recess,1 - Client lost
20189006615,Client Recess,1 - Client lost
20189006611,Client Recess,1 - Client lost
20189006612,Bank Recess,1 - Client lost
20189006607,Client Recess,2 - Keep bank account. Same dip
20189006606,Client Recess,7 - Keep other relationships. Same dip
20189006605,Client Recess,1 - Client lost
20189006602,Client Recess,2 - Keep bank account. Same dip
